Transect Name,Transect Comments,Observation ID,Observation Subtype,Observation Timestamp,Species Code,Count,Species Common Name,Behavior,Direction,Distance,Degree,Age,Plumage,Sex,Linked with Observation ID,Observation Comment,Association,Flight Height,Events,Observer,Position,Beaufort ID,Visibility,Observer Conditions,GPS Latitude,GPS Longitude,GPS Timestamp,GPS Speed (mps),GPS Heading (degrees),GPS Accuracy (m),GPS Error Message,GPS Error Code
RB105 5/18 1,,433,START,2019-05-18T11:58:33+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.81858,-71.00237333,1.55818E+12,3.601111111,305.8,10,,
RB105 5/18 1,,434,,2019-05-18T12:03:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.81858,-71.00237333,1.55818E+12,3.601111111,305.8,10,,
RB105 5/18 1,,435,,2019-05-18T12:08:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.81858,-71.00237333,1.55818E+12,3.601111111,305.8,10,,
RB105 5/18 1,,436,,2019-05-18T12:13:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.845255,-71.05495333,1.55818E+12,5.710333333,304.8,5,,
RB105 5/18 1,,437,,2019-05-18T12:18:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.845255,-71.05495333,1.55818E+12,5.710333333,304.8,5,,
RB105 5/18 1,,438,,2019-05-18T12:23:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.845255,-71.05495333,1.55818E+12,5.710333333,304.8,5,,
RB105 5/18 1,,439,,2019-05-18T12:28:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.845255,-71.05495333,1.55818E+12,5.710333333,304.8,5,,
RB105 5/18 1,,440,,2019-05-18T12:33:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.845255,-71.05495333,1.55818E+12,5.710333333,304.8,5,,
RB105 5/18 1,,441,,2019-05-18T12:38:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.845255,-71.05495333,1.55818E+12,5.710333333,304.8,5,,
RB105 5/18 1,,442,,2019-05-18T12:48:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.90641167,-71.15729833,1.55818E+12,5.556,304.5,5,,
RB105 5/18 1,,443,,2019-05-18T12:53:00+00:00,NOFU,1,Northern Fulmar,Flying,S,1,285,Adult,Light phase,Unknown,,,,2-10m,,"Black, Allison",Port,6,unlimited,4,39.90641167,-71.15729833,1.55818E+12,5.556,304.5,5,,
RB105 5/18 1,,444,,2019-05-18T12:53:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.90641167,-71.15729833,1.55818E+12,5.556,304.5,5,,
RB105 5/18 1,,445,,2019-05-18T12:58:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.92690833,-71.19372667,1.55818E+12,5.453111111,304.1,5,,
RB105 5/18 1,,446,,2019-05-18T13:03:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.92690833,-71.19372667,1.55818E+12,5.453111111,304.1,5,,
RB105 5/18 1,,447,,2019-05-18T13:08:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.92690833,-71.19372667,1.55818E+12,5.453111111,304.1,5,,
RB105 5/18 1,,448,,2019-05-18T13:13:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.92690833,-71.19372667,1.55818E+12,5.453111111,304.1,5,,
RB105 5/18 1,,449,,2019-05-18T13:18:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.92690833,-71.19372667,1.55818E+12,5.453111111,304.1,5,,
RB105 5/18 1,,450,,2019-05-18T13:23:32+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.92690833,-71.19372667,1.55818E+12,5.453111111,304.1,5,,
RB105 5/18 1,,451,,2019-05-18T13:28:33+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.98639,-71.29534333,1.55819E+12,5.453111111,303.6,5,,
RB105 5/18 1,,452,,2019-05-18T13:31:07+00:00,NOFU,1,Northern Fulmar,Flying,SW,3,290,Adult,Light phase,Unknown,,,,0-2m,,"Black, Allison",Port,6,unlimited,4,39.98639,-71.29534333,1.55819E+12,5.453111111,303.6,5,,
RB105 5/18 1,,453,STOP,2019-05-18T13:32:02+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,6,unlimited,4,39.98639,-71.29534333,1.55819E+12,5.453111111,303.6,5,,
RB104 5/18 1a,,454,START,2019-05-18T14:35:58+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,5,unlimited,3,40.01284833,-71.33605167,1.55819E+12,0.257222222,16,5,,
RB104 5/18 1a,,455,,2019-05-18T14:37:36+00:00,NOFU,2,Northern Fulmar,Flying,SW,1,290,Adult,Light phase,Unknown,,,,0-2m,,"Black, Allison",Port,5,unlimited,3,40.01284833,-71.33605167,1.55819E+12,0.257222222,16,5,,
RB104 5/18 1a,,456,,2019-05-18T14:40:57+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,5,unlimited,3,40.01284833,-71.33605167,1.55819E+12,0.257222222,16,5,,
RB104 5/18 1a,,457,,2019-05-18T14:45:57+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,5,unlimited,3,40.01284833,-71.33605167,1.55819E+12,0.257222222,16,5,,
RB104 5/18 1a,,458,,2019-05-18T14:47:45+00:00,NOFU,1,Northern Fulmar,Flying,E,1,290,Adult,Light phase,Unknown,,,,0-2m,,"Black, Allison",Port,5,unlimited,3,40.01284833,-71.33605167,1.55819E+12,0.257222222,16,5,,
RB104 5/18 1a,,459,,2019-05-18T14:50:19+00:00,NOFU,3,Northern Fulmar,Flying,E,1,,Adult,Light phase,Unknown,,,,0-2m,,"Black, Allison",Port,5,unlimited,3,40.01284833,-71.33605167,1.55819E+12,0.257222222,16,5,,
RB104 5/18 1a,,460,,2019-05-18T14:50:57+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,5,unlimited,3,40.01284833,-71.33605167,1.55819E+12,0.257222222,16,5,,
RB104 5/18 1a,,461,,2019-05-18T15:00:57+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,5,unlimited,3,40.00914833,-71.26833833,1.55819E+12,4.115555556,95,5,,
RB104 5/18 1a,,462,STOP,2019-05-18T15:03:14+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,5,unlimited,3,40.00914833,-71.26833833,1.55819E+12,4.115555556,95,5,,
RB104 5/18 1b,,463,START,2019-05-18T22:00:48+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,1,unlimited,4,40.01002667,-70.95040833,1.55822E+12,4.218444444,90.6,5,,
RB104 5/18 1b,,464,,2019-05-18T22:05:47+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,1,unlimited,4,40.01002667,-70.95040833,1.55822E+12,4.218444444,90.6,5,,
RB104 5/18 1b,,465,,2019-05-18T22:06:48+00:00,UNPH,85,Unidentified Phalarope,Flying,E,4,355,,,,,,,0-2m,,"Black, Allison",Port,1,unlimited,4,40.01002667,-70.95040833,1.55822E+12,4.218444444,90.6,5,,
RB104 5/18 1b,,466,,2019-05-18T22:10:47+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,1,unlimited,4,40.01002667,-70.95040833,1.55822E+12,4.218444444,90.6,5,,
RB104 5/18 1b,,467,,2019-05-18T22:15:47+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,1,unlimited,4,40.01002667,-70.95040833,1.55822E+12,4.218444444,90.6,5,,
RB104 5/18 1b,,468,,2019-05-18T22:20:47+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,1,unlimited,4,40.01002667,-70.95040833,1.55822E+12,4.218444444,90.6,5,,
RB104 5/18 1b,,469,,2019-05-18T22:22:00+00:00,UNDO,4,Unidentified Dolphin,Porpoising,,4,105,,,,,,,,,"Black, Allison",Port,1,unlimited,4,40.01002667,-70.95040833,1.55822E+12,4.218444444,90.6,5,,
RB104 5/18 1b,,470,,2019-05-18T22:22:30+00:00,SOSH,1,Sooty Shearwater,Sitting,,1,340,,,Unknown,,,,N/A,,"Black, Allison",Port,1,unlimited,4,40.01002667,-70.95040833,1.55822E+12,4.218444444,90.6,5,,
RB104 5/18 1b,,471,,2019-05-18T22:25:47+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,1,unlimited,4,40.01002667,-70.95040833,1.55822E+12,4.218444444,90.6,5,,
RB104 5/18 1b,,472,,2019-05-18T22:32:51+00:00,NOFU,1,Northern Fulmar,Flying,W,1,,Adult,Light phase,Unknown,,,,0-2m,,"Black, Allison",Port,1,unlimited,4,40.00894333,-70.85328833,1.55822E+12,4.321333333,88.6,5,,
RB104 5/18 1b,,473,,2019-05-18T22:39:57+00:00,AUSH,1,Audubon's Shearwater,Flying,SW,2,290,,,Unknown,,,,0-2m,,"Black, Allison",Port,1,unlimited,4,40.00894333,-70.85328833,1.55822E+12,4.321333333,88.6,5,,
RB104 5/18 1b,,474,,2019-05-18T22:40:47+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,1,unlimited,4,40.00894333,-70.85328833,1.55822E+12,4.321333333,88.6,5,,
RB104 5/18 1b,,475,STOP,2019-05-18T22:42:06+00:00,,,,,,,,,,,,,,,,"Black, Allison",Port,1,unlimited,4,40.00894333,-70.85328833,1.55822E+12,4.321333333,88.6,5,,
